Contrast0,Dissimilarity0,Homogeneity0,ASM0,Energy0,Entropy0,Correlation0,Contrast45,Dissimilarity45,Homogeneity45,ASM45,Energy45,Entropy45,Correlation45,Contrast90,Dissimilarity90,Homogeneity90,ASM90,Energy90,Entropy90,Correlation90,Contrast135,Dissimilarity135,Homogeneity135,ASM135,Energy135,Entropy135,Correlation135
67.33057971014492,6.04964325529543,0.1610563025453388,0.0005006983516217,0.0223762899431903,11.524519057329352,0.9494112253250524,85.77473406337737,6.652173913043479,0.1533217078328235,0.0004762523016496,0.0218232055768533,11.63079409281465,0.935032904703316,71.64723522853959,6.18257525083612,0.1614059030429392,0.0005005984273106,0.0223740570150041,11.545934144506964,0.9457367303496872,89.24806210221364,6.770550664981375,0.1509629573878026,0.0004694704765812,0.0216672673999583,11.65830075094677,0.9324338782879456
66.6780713489409,2.4890858416945374,0.4386721176089257,0.0026328462644588,0.0513112683965119,10.418500096692911,0.9879779181439856,95.60047426762566,3.320074719522153,0.3967561036158503,0.0024135593808548,0.0491279897904937,10.701525697332272,0.982766988408602,45.957937569676695,2.563355629877369,0.4433823169748613,0.002630080697581,0.0512843123925929,10.44627392832755,0.9917428171373092,89.63820315209001,3.1559266674869413,0.4030696135203415,0.0023954372292324,0.0489432041169396,10.66260036663877,0.9838304900110592
186.28715719063544,4.063099219620959,0.3565355008340223,0.0039196156145407,0.0626068336089657,10.902407238135382,0.976458963651976,388.9522264851624,5.787854721982976,0.3126889166526263,0.0036644823039627,0.0605349676134606,11.141965422991014,0.9504749525145848,211.587502787068,4.002686733556299,0.3570905356180269,0.0038666962462512,0.062182764864963,10.8064681571593,0.9732607906239236,384.4002304224785,5.699634232279282,0.3133287492935347,0.0036797560490191,0.0606609928126728,11.123702910693105,0.951054571084559
28.671973244147157,3.581270903010034,0.2952743558222677,0.0010856604885105,0.0329493624901995,11.277883106108822,0.995995583312428,39.01400431762508,4.160009395868055,0.2644840456309618,0.0009868064699308,0.0314134759288244,11.46889369316398,0.9945053690689358,19.295540691192866,2.8662876254180603,0.3501988252329537,0.001218416398524,0.0349058218428388,11.003734933165862,0.9973117545960152,38.00703571548417,4.173857115692218,0.2581315811719206,0.0009767788676888,0.0312534616912887,11.455044040079102,0.9947237033893982
68.7516833890747,4.330434782608696,0.3135929940280146,0.0020195347056769,0.0449392334789648,11.226652450288087,0.988383370255272,108.73454435632712,5.4187648907730335,0.2823250967951368,0.0018079645729329,0.0425201666616318,11.483209375602812,0.9815120653894868,70.21872909698997,4.081114827201784,0.3515489253789086,0.00207235116684,0.0455230838898249,11.097975797915826,0.9881654392433364,101.3987874855986,5.200646525206653,0.2940556831968376,0.0018555559590332,0.0430761646277062,11.421390530900144,0.9827984155324446
47.47764771460423,3.4159531772575247,0.3597038803297739,0.0007846954234914,0.0280124155240388,11.288415576625932,0.989579427086705,69.62208476415253,4.208946208655384,0.3171447583066971,0.0006912923587319,0.026292439193273,11.513300429936075,0.9847290186630542,47.29982162764771,3.098818283166109,0.4097960158560876,0.0009528491478469,0.0308682546938916,11.07954320104312,0.9896235419533732,69.99949664992562,4.27139517455062,0.3149903309843712,0.000672365456559,0.0259300107319494,11.564947173076964,0.9845618875999722
61.67076923076922,3.919041248606466,0.3638752554653598,0.0051199459613302,0.0715537976723128,11.091312147817598,0.9914213643859172,138.18859968009306,5.147716468495879,0.3232031080990907,0.0048100512186678,0.0693545327910716,11.33870248061049,0.9806863810779376,85.14357859531773,3.304782608695652,0.439664868449343,0.0059194749250878,0.0769381240029144,10.745456282211077,0.9882430843917088,135.42111385778685,5.095681256361786,0.3204401653592444,0.0048088798762154,0.0693460876777878,11.32919162661758,0.9810730862187718
126.7217614269788,8.593311036789299,0.1215670361535606,0.0002037009280283,0.0142723834039166,13.03294213150771,0.9806406124507948,147.68573058466907,9.157123522108254,0.1163883233999603,0.000189675275622,0.0137722647237881,13.102998965025591,0.9773842118087442,122.25532887402454,8.467279821627647,0.122153635746165,0.0001993969741824,0.0141207993464425,13.015285998054187,0.9812370250304892,140.73897383698167,9.014205657654836,0.1171238190594781,0.0001926618110139,0.0138802669647942,13.089346346463518,0.9784091578488964
94.40046822742477,5.414358974358974,0.315843915933248,0.0059814173095254,0.0773396231535006,10.220112983277929,0.9755325879765976,103.86682475587524,5.916824196597354,0.289210625337552,0.0053901890341289,0.0734179067675516,10.372165513809458,0.972966974990694,57.58590858416946,4.842675585284281,0.3567122312654672,0.0059856521614846,0.0773669965908244,10.164255935465238,0.985186775908474,114.9029876623304,5.944027471728504,0.2895175458809459,0.0053074038245135,0.0728519308221374,10.369570535353004,0.9701777820806458
78.84659977703457,5.879063545150502,0.2048104943789634,0.0004420969688382,0.0210261020837976,11.784181701767384,0.9659550619229216,129.02735987293207,7.188073958904262,0.1783603982371213,0.0003941474765947,0.0198531477754732,11.995905193356505,0.9439269319320788,89.80034559643255,5.752586399108138,0.2188645995098515,0.0005058121398095,0.0224902676686944,11.686572506847096,0.9612343747979708,130.30261406471965,7.278151251104576,0.1753296986938145,0.0003883025253016,0.0197053933049225,12.017517870112512,0.943415278937953
